User_ID,QA_ID,Question,Category,Ranking_ContentEventTopicKW,Targets
0,51,What has Melanie painted?,1,"[3, 45, 30, 57, 25, 35, 48, 41, 40, 59, 47, 54, 38, 13, 44, 51, 29, 9, 52, 46, 16, 2, 49, 55, 5, 15, 8, 33, 64, 27, 53, 10, 28, 19, 32, 7, 0, 39, 4, 6, 24, 58, 37, 11, 14, 22, 42, 62, 34, 43, 17, 36, 60, 31, 50, 56, 26, 23, 61, 18, 21, 63, 20, 12, 65, 66, 1]","[2, 25, 40]"
0,52,What are Melanie's pets' names?,1,"[23, 39, 24, 25, 49, 64, 16, 52, 8, 6, 55, 62, 32, 38, 33, 40, 10, 5, 42, 15, 0, 56, 28, 7, 61, 44, 27, 14, 53, 9, 13, 51, 48, 19, 17, 57, 60, 30, 4, 3, 29, 45, 26, 22, 46, 47, 36, 35, 50, 59, 11, 54, 63, 18, 2, 31, 34, 21, 43, 37, 41, 20, 58, 12, 65, 66, 1]","[24, 39]"
0,53,When did Caroline apply to adoption agencies?,2,"[56, 26, 39, 6, 42, 64, 11, 21, 12, 15, 50, 14, 20, 29, 7, 18, 17, 49, 31, 54, 8, 33, 47, 1, 16, 25, 0, 35, 37, 62, 9, 10, 5, 22, 2, 61, 53, 41, 38, 28, 34, 55, 48, 43, 65, 66, 60, 45, 19, 23, 58, 32, 4, 40, 27, 46, 30, 51, 13, 59, 52, 63, 44, 3, 57, 24, 36]",[39]
0,54,When did Caroline draw a self-portrait?,2,"[41, 45, 35, 3, 54, 30, 59, 40, 57, 9, 47, 48, 44, 25, 29, 65, 66, 58, 13, 38, 51, 26, 5, 12, 2, 4, 11, 21, 18, 52, 27, 7, 8, 49, 64, 37, 55, 23, 17, 16, 33, 15, 42, 0, 14, 43, 62, 46, 28, 50, 53, 22, 39, 10, 1, 34, 19, 20, 31, 6, 32, 63, 56, 61, 60, 24, 36]",[41]
0,55,What subject have Caroline and Melanie both painted?,1,"[30, 45, 3, 25, 41, 35, 40, 57, 54, 48, 44, 59, 38, 13, 47, 52, 9, 29, 49, 0, 15, 51, 2, 16, 4, 8, 46, 5, 27, 33, 64, 11, 7, 10, 53, 58, 62, 55, 39, 14, 61, 23, 37, 43, 22, 28, 42, 17, 19, 6, 21, 32, 50, 60, 65, 66, 24, 26, 18, 63, 31, 12, 56, 20, 34, 36, 1]","[25, 45]"
0,56,What symbols are important to Caroline?,1,"[9, 47, 7, 35, 54, 27, 28, 55, 29, 59, 41, 12, 51, 11, 18, 38, 62, 22, 64, 45, 32, 50, 20, 8, 14, 21, 48, 30, 5, 31, 23, 6, 42, 33, 13, 17, 10, 65, 66, 39, 2, 26, 52, 37, 57, 25, 58, 40, 60, 16, 34, 53, 4, 15, 19, 43, 3, 44, 49, 24, 0, 63, 61, 1, 56, 46, 36]","[9, 47]"
0,57,When did Caroline encounter people on a hike and have a negative experience?,2,"[37, 43, 10, 55, 12, 53, 28, 63, 60, 49, 7, 15, 26, 1, 31, 50, 51, 14, 29, 21, 11, 32, 58, 20, 18, 45, 0, 59, 33, 38, 34, 22, 23, 40, 19, 16, 2, 6, 47, 9, 41, 35, 25, 42, 65, 66, 62, 48, 54, 64, 5, 61, 39, 17, 56, 4, 8, 27, 24, 3, 57, 52, 46, 44, 13, 30, 36]",[43]
0,58,When did Melanie make a plate in pottery class?,2,"[44, 13, 25, 57, 38, 3, 54, 30, 9, 45, 52, 59, 46, 35, 5, 48, 41, 16, 37, 40, 15, 49, 2, 8, 10, 51, 0, 27, 47, 39, 55, 36, 17, 4, 64, 43, 53, 24, 32, 29, 33, 11, 23, 7, 28, 14, 62, 58, 6, 19, 21, 42, 61, 22, 50, 60, 56, 26, 63, 18, 34, 12, 20, 31, 65, 66, 1]",[44]
0,59,Would Caroline be considered religious?,3,"[11, 37, 47, 9, 12, 31, 7, 50, 20, 14, 29, 54, 41, 21, 6, 64, 35, 15, 51, 42, 52, 39, 28, 26, 18, 22, 34, 8, 5, 55, 48, 45, 58, 13, 65, 66, 1, 43, 44, 33, 38, 2, 62, 32, 4, 17, 23, 27, 10, 0, 56, 59, 49, 53, 25, 60, 40, 57, 19, 63, 24, 30, 16, 3, 61, 46, 36]","[37, 47, 48]"
0,60,What instruments does Melanie play?,1,"[52, 51, 33, 13, 49, 44, 15, 25, 3, 14, 8, 9, 5, 0, 57, 30, 38, 55, 10, 7, 48, 16, 59, 36, 4, 35, 42, 24, 47, 45, 32, 40, 34, 19, 64, 62, 54, 39, 41, 43, 11, 27, 2, 6, 28, 53, 22, 46, 21, 29, 31, 50, 20, 60, 58, 56, 37, 61, 23, 63, 17, 65, 66, 26, 18, 12, 1]","[5, 52, 53]"
0,61,What musical artists/bands has Melanie seen?,1,"[51, 52, 33, 34, 48, 14, 49, 55, 59, 15, 16, 46, 47, 5, 8, 7, 32, 35, 10, 38, 28, 25, 31, 19, 0, 58, 2, 3, 45, 29, 57, 62, 22, 50, 64, 36, 60, 20, 30, 13, 53, 40, 24, 11, 54, 9, 27, 37, 41, 39, 43, 42, 4, 18, 1, 6, 44, 21, 63, 12, 56, 61, 23, 65, 66, 26, 17]","[33, 51, 52]"
0,62,When did Melanie go to the park?,2,"[49, 55, 16, 10, 53, 33, 25, 19, 32, 38, 28, 14, 0, 5, 4, 36, 15, 63, 39, 34, 43, 46, 48, 52, 51, 26, 45, 8, 17, 24, 42, 3, 6, 60, 40, 59, 64, 50, 44, 30, 62, 31, 7, 27, 61, 37, 12, 57, 20, 29, 18, 56, 58, 13, 11, 2, 21, 22, 1, 9, 23, 41, 47, 35, 65, 66, 54]","[49, 50]"
0,63,When is Caroline's youth center putting on a talent show?,2,"[50, 29, 33, 48, 58, 14, 12, 51, 17, 34, 38, 6, 59, 49, 20, 25, 47, 52, 30, 26, 1, 31, 41, 35, 55, 11, 16, 54, 45, 7, 53, 15, 37, 21, 5, 13, 9, 42, 44, 61, 0, 18, 2, 39, 46, 62, 10, 64, 3, 23, 43, 32, 4, 40, 65, 66, 28, 8, 56, 63, 57, 19, 22, 27, 60, 24, 36]","[50, 51]"
0,64,"Would Melanie likely enjoy the song ""The Four Seasons"" by Vivaldi?",3,"[52, 51, 38, 48, 3, 33, 45, 13, 32, 27, 57, 25, 55, 10, 53, 40, 8, 9, 46, 49, 5, 24, 35, 34, 44, 4, 28, 30, 47, 63, 50, 0, 41, 14, 59, 29, 22, 16, 39, 15, 17, 54, 36, 6, 62, 58, 19, 64, 23, 37, 2, 7, 60, 31, 11, 43, 20, 56, 18, 42, 65, 66, 21, 61, 26, 12, 1]","[52, 53]"
0,65,What are some changes Caroline has faced during her transition journey?,1,"[18, 7, 12, 54, 20, 47, 11, 64, 14, 29, 21, 37, 22, 15, 1, 31, 50, 28, 42, 6, 58, 39, 56, 35, 2, 41, 26, 65, 66, 34, 62, 5, 55, 43, 51, 23, 9, 59, 49, 17, 60, 38, 0, 33, 32, 61, 48, 24, 8, 53, 10, 27, 16, 13, 25, 4, 45, 52, 40, 19, 46, 57, 30, 63, 3, 44, 36]","[35, 54, 55]"
0,66,What does Melanie do with her family on hikes?,1,"[10, 32, 53, 63, 25, 19, 49, 28, 8, 38, 43, 16, 5, 6, 60, 37, 4, 62, 24, 40, 15, 7, 51, 64, 33, 55, 0, 39, 3, 26, 50, 46, 56, 11, 29, 48, 52, 14, 59, 61, 31, 2, 42, 30, 9, 27, 21, 57, 13, 45, 18, 20, 17, 47, 12, 44, 22, 35, 23, 36, 41, 34, 54, 65, 66, 58, 1]","[32, 53, 54]"
0,67,When did Caroline go biking with friends?,2,"[49, 53, 43, 37, 12, 28, 10, 14, 31, 55, 18, 7, 38, 33, 0, 63, 51, 50, 4, 60, 29, 20, 45, 1, 25, 40, 32, 16, 58, 8, 26, 34, 5, 41, 15, 17, 9, 42, 62, 21, 11, 6, 22, 39, 52, 19, 54, 59, 48, 24, 65, 66, 56, 44, 35, 27, 64, 3, 61, 2, 47, 13, 30, 23, 57, 46, 36]","[53, 54]"
0,68,How long has Melanie been practicing art?,2,"[3, 54, 25, 35, 57, 30, 41, 48, 13, 45, 59, 15, 52, 38, 40, 47, 44, 46, 5, 29, 51, 11, 49, 8, 9, 2, 64, 7, 16, 36, 0, 42, 33, 53, 56, 28, 21, 10, 4, 19, 6, 24, 32, 55, 14, 39, 58, 37, 27, 22, 34, 50, 17, 31, 43, 62, 20, 26, 23, 12, 63, 18, 60, 65, 66, 61, 1]","[54, 55]"
0,69,What personality traits might Melanie say Caroline has?,3,"[15, 11, 7, 64, 14, 62, 43, 9, 5, 42, 38, 52, 39, 55, 21, 0, 8, 13, 51, 41, 6, 65, 66, 28, 2, 49, 25, 29, 4, 54, 23, 44, 12, 47, 22, 35, 50, 10, 61, 30, 31, 20, 57, 56, 32, 24, 27, 3, 37, 33, 18, 59, 53, 60, 45, 48, 19, 16, 26, 17, 34, 40, 58, 46, 36, 63, 1]","[20, 42, 55, 56]"
0,70,What transgender-specific events has Caroline attended?,1,"[14, 20, 1, 12, 58, 31, 7, 47, 29, 34, 37, 18, 50, 11, 54, 15, 35, 28, 59, 22, 48, 6, 21, 42, 41, 64, 33, 39, 26, 2, 55, 5, 65, 66, 56, 51, 49, 0, 43, 9, 23, 38, 52, 16, 17, 27, 24, 10, 8, 62, 4, 53, 19, 32, 13, 60, 25, 45, 30, 61, 44, 46, 57, 40, 3, 63, 36]","[51, 52, 58, 59]"
0,71,What book did Melanie read from Caroline's suggestion?,1,"[22, 17, 39, 15, 64, 7, 51, 49, 5, 14, 52, 58, 55, 43, 9, 4, 25, 10, 11, 59, 38, 45, 16, 6, 2, 56, 0, 57, 42, 47, 62, 32, 53, 33, 8, 35, 29, 21, 27, 24, 48, 20, 28, 44, 3, 31, 23, 65, 66, 50, 61, 13, 60, 19, 30, 41, 12, 37, 54, 18, 26, 63, 46, 40, 34, 1, 36]","[22, 57, 58]"
0,72,When did Melanie's friend adopt a child?,2,"[56, 39, 64, 42, 26, 6, 49, 33, 16, 25, 8, 0, 15, 61, 17, 10, 7, 55, 18, 62, 5, 14, 19, 60, 46, 53, 32, 38, 28, 36, 34, 50, 20, 22, 30, 29, 31, 11, 9, 23, 47, 2, 52, 48, 59, 35, 44, 51, 37, 54, 21, 13, 12, 4, 24, 27, 43, 65, 66, 3, 63, 45, 40, 1, 57, 58, 41]","[56, 57]"
0,73,When did Melanie get hurt?,2,"[60, 43, 61, 15, 5, 55, 51, 33, 62, 49, 57, 8, 37, 7, 16, 14, 34, 10, 42, 64, 0, 46, 25, 21, 32, 19, 38, 11, 39, 24, 36, 56, 9, 52, 28, 27, 22, 13, 20, 6, 4, 59, 2, 30, 44, 53, 47, 3, 31, 35, 45, 12, 48, 29, 23, 58, 18, 50, 40, 54, 26, 41, 17, 63, 65, 66, 1]","[57, 58]"
0,74,When did Melanie's family go on a roadtrip?,2,"[60, 10, 63, 32, 49, 16, 8, 19, 38, 53, 33, 62, 5, 25, 64, 14, 55, 28, 6, 42, 0, 51, 15, 4, 59, 56, 7, 46, 43, 39, 34, 61, 45, 26, 52, 36, 9, 22, 3, 30, 40, 48, 37, 20, 18, 27, 11, 24, 31, 12, 50, 44, 2, 17, 57, 29, 13, 21, 47, 35, 58, 54, 41, 1, 65, 66, 23]","[60, 61]"
0,75,How many children does Melanie have?,1,"[8, 25, 49, 6, 33, 39, 0, 61, 16, 64, 15, 10, 32, 62, 56, 42, 5, 7, 60, 53, 19, 30, 17, 52, 4, 14, 26, 36, 55, 51, 38, 50, 11, 9, 46, 63, 28, 34, 44, 24, 43, 22, 21, 29, 20, 13, 48, 27, 3, 2, 23, 59, 47, 35, 31, 57, 40, 54, 45, 37, 18, 12, 65, 66, 41, 58, 1]","[60, 61, 62]"
0,76,When did Melanie go on a hike after the roadtrip?,1,"[10, 43, 63, 49, 60, 53, 32, 37, 16, 28, 38, 15, 55, 14, 19, 5, 25, 51, 4, 34, 33, 45, 59, 46, 7, 3, 36, 0, 8, 24, 48, 40, 12, 20, 31, 42, 6, 11, 64, 62, 26, 29, 57, 22, 2, 21, 52, 50, 30, 39, 56, 27, 44, 61, 13, 47, 18, 1, 58, 9, 35, 41, 54, 23, 65, 66, 17]","[63, 64]"
0,77,Would Melanie go on another roadtrip soon?,3,"[38, 60, 49, 14, 15, 10, 32, 63, 53, 16, 25, 51, 5, 55, 0, 36, 33, 42, 7, 8, 6, 48, 20, 28, 4, 19, 50, 64, 31, 52, 59, 34, 56, 29, 39, 24, 43, 62, 37, 13, 45, 22, 11, 46, 12, 3, 2, 44, 21, 30, 57, 40, 47, 9, 61, 35, 26, 54, 27, 58, 41, 18, 1, 17, 65, 66, 23]","[60, 61]"
0,78,What items has Melanie bought?,1,"[9, 15, 25, 49, 52, 51, 8, 64, 39, 10, 5, 44, 38, 32, 24, 16, 7, 55, 13, 6, 28, 59, 14, 22, 33, 47, 57, 19, 0, 42, 48, 11, 62, 27, 3, 56, 2, 31, 53, 45, 30, 20, 46, 4, 54, 34, 60, 35, 29, 23, 36, 21, 17, 41, 50, 43, 18, 63, 37, 40, 26, 12, 61, 58, 65, 66, 1]","[24, 64, 65]"
0,79,When did Caroline pass the adoption interview?,2,"[26, 42, 56, 39, 64, 6, 12, 14, 33, 11, 20, 18, 7, 50, 29, 15, 49, 21, 8, 0, 16, 17, 1, 61, 37, 9, 23, 22, 34, 31, 47, 62, 65, 66, 35, 43, 10, 60, 25, 54, 5, 58, 55, 28, 38, 45, 27, 32, 53, 40, 2, 41, 30, 19, 4, 48, 44, 52, 13, 59, 46, 51, 24, 63, 3, 57, 36]","[64, 65]"
0,80,When did Melanie buy the figurines?,2,"[16, 9, 25, 64, 44, 38, 30, 8, 13, 32, 49, 45, 59, 57, 55, 39, 3, 27, 10, 52, 48, 17, 24, 35, 62, 54, 42, 5, 46, 33, 51, 28, 40, 22, 19, 0, 56, 36, 47, 15, 6, 53, 26, 14, 7, 61, 60, 63, 34, 41, 4, 23, 29, 2, 18, 11, 37, 43, 31, 12, 58, 20, 50, 21, 65, 66, 1]","[64, 65]"
0,81,Would Caroline want to move back to her home country soon?,3,"[50, 12, 7, 9, 42, 20, 64, 15, 6, 39, 38, 26, 60, 56, 8, 49, 14, 31, 32, 47, 28, 11, 21, 53, 29, 18, 62, 10, 55, 4, 37, 45, 27, 0, 33, 43, 5, 65, 66, 51, 63, 25, 54, 61, 34, 17, 41, 16, 52, 35, 40, 2, 48, 22, 13, 58, 19, 23, 1, 24, 59, 44, 57, 3, 30, 46, 36]","[64, 65]"
0,82,What did the charity race raise awareness for?,4,"[5, 12, 31, 29, 50, 7, 20, 24, 47, 64, 59, 34, 11, 37, 6, 46, 2, 28, 48, 21, 33, 58, 18, 1, 61, 54, 17, 56, 39, 35, 23, 15, 62, 14, 42, 26, 22, 13, 41, 53, 55, 38, 25, 57, 9, 60, 51, 19, 65, 66, 16, 27, 32, 40, 30, 44, 49, 45, 10, 43, 63, 0, 8, 4, 3, 52, 36]",[5]
0,83,What did Melanie realize after the charity race?,4,"[5, 64, 7, 28, 59, 24, 31, 34, 11, 20, 55, 38, 12, 50, 47, 46, 29, 6, 42, 22, 15, 60, 8, 33, 62, 14, 13, 48, 2, 39, 56, 37, 32, 43, 25, 61, 16, 51, 35, 21, 54, 57, 9, 53, 18, 10, 45, 49, 30, 19, 44, 3, 27, 26, 0, 65, 66, 41, 40, 52, 58, 4, 23, 63, 1, 17, 36]",[5]
0,84,How does Melanie prioritize self-care?,4,"[5, 4, 11, 21, 15, 24, 41, 2, 62, 28, 57, 7, 38, 64, 35, 3, 19, 13, 65, 66, 54, 25, 32, 6, 42, 46, 43, 22, 29, 59, 51, 50, 52, 12, 9, 20, 47, 14, 18, 53, 55, 23, 49, 0, 63, 60, 39, 10, 8, 56, 48, 45, 31, 27, 37, 58, 33, 61, 16, 34, 30, 36, 44, 17, 40, 26, 1]",[5]
0,85,What are Caroline's plans for the summer?,4,"[6, 14, 50, 38, 12, 29, 4, 15, 49, 33, 51, 32, 0, 53, 17, 20, 11, 25, 21, 45, 10, 39, 7, 42, 48, 26, 31, 37, 16, 52, 5, 28, 55, 9, 13, 56, 2, 41, 60, 8, 22, 47, 64, 27, 54, 63, 44, 43, 35, 23, 18, 34, 19, 24, 3, 62, 40, 57, 59, 30, 58, 61, 1, 65, 66, 46, 36]",[6]
0,86,What type of individuals does the adoption agency Caroline is considering support?,4,"[6, 56, 64, 26, 42, 39, 11, 7, 50, 18, 21, 29, 12, 20, 37, 62, 2, 31, 47, 65, 66, 1, 19, 54, 14, 28, 15, 35, 61, 22, 41, 5, 23, 17, 33, 48, 38, 25, 8, 0, 53, 49, 10, 9, 55, 58, 16, 59, 34, 60, 4, 46, 32, 43, 30, 63, 24, 51, 52, 40, 13, 27, 57, 45, 3, 44, 36]",[6]
0,87,Why did Caroline choose the adoption agency?,4,"[56, 6, 26, 39, 64, 42, 11, 50, 12, 21, 7, 29, 20, 47, 18, 31, 22, 62, 14, 28, 54, 8, 17, 15, 2, 33, 35, 25, 9, 10, 5, 38, 32, 16, 1, 65, 66, 53, 41, 61, 23, 60, 37, 19, 49, 55, 48, 27, 0, 63, 59, 46, 34, 45, 58, 43, 24, 13, 4, 51, 40, 57, 3, 30, 52, 44, 36]",[6]
0,88,What is Caroline excited about in the adoption process?,4,"[6, 56, 39, 64, 26, 42, 50, 29, 11, 12, 7, 20, 14, 18, 47, 31, 38, 54, 17, 28, 35, 22, 33, 16, 9, 15, 8, 25, 21, 53, 48, 2, 32, 10, 23, 65, 66, 49, 41, 37, 55, 62, 13, 1, 5, 0, 59, 60, 61, 34, 27, 58, 19, 40, 51, 45, 24, 63, 4, 30, 46, 43, 52, 44, 3, 57, 36]",[6]
0,89,What does Melanie think about Caroline's decision to adopt?,4,"[64, 39, 6, 42, 56, 26, 7, 11, 8, 14, 5, 15, 22, 20, 47, 50, 38, 55, 10, 62, 28, 33, 16, 29, 12, 21, 25, 35, 32, 65, 66, 49, 2, 31, 9, 18, 0, 61, 54, 19, 17, 60, 53, 4, 51, 48, 43, 59, 23, 45, 41, 27, 46, 13, 34, 37, 30, 52, 24, 3, 57, 63, 44, 40, 58, 1, 36]",[6]
0,90,How long have Mel and her husband been married?,4,"[8, 25, 0, 15, 10, 49, 7, 33, 32, 27, 5, 34, 56, 62, 60, 14, 4, 55, 61, 38, 37, 28, 53, 16, 39, 19, 64, 36, 46, 52, 42, 43, 51, 21, 20, 6, 24, 26, 63, 30, 11, 40, 3, 31, 54, 48, 13, 9, 29, 18, 47, 12, 45, 44, 57, 59, 23, 2, 35, 50, 65, 66, 58, 41, 22, 17, 1]",[8]
0,91,What does Caroline's necklace symbolize?,4,"[9, 47, 35, 7, 22, 54, 27, 64, 59, 45, 41, 51, 62, 11, 18, 12, 55, 38, 28, 30, 29, 8, 42, 50, 23, 20, 13, 31, 21, 14, 32, 57, 33, 5, 48, 60, 58, 3, 44, 6, 17, 65, 66, 39, 43, 25, 26, 15, 16, 2, 37, 19, 10, 34, 40, 4, 53, 24, 56, 49, 1, 0, 63, 61, 52, 46, 36]",[9]
0,92,What country is Caroline's grandma from?,4,"[9, 42, 39, 14, 64, 8, 49, 7, 6, 45, 10, 50, 60, 33, 47, 0, 32, 44, 11, 62, 28, 56, 17, 43, 26, 12, 35, 29, 53, 51, 52, 63, 22, 55, 16, 15, 18, 20, 40, 38, 4, 5, 27, 25, 21, 37, 41, 19, 31, 58, 3, 54, 65, 66, 13, 30, 59, 48, 2, 57, 23, 61, 34, 1, 24, 46, 36]",[9]
0,93,What was grandma's gift to Caroline?,4,"[9, 47, 64, 27, 8, 44, 25, 45, 39, 38, 22, 10, 33, 17, 35, 32, 13, 62, 42, 3, 7, 54, 51, 11, 40, 60, 18, 50, 16, 6, 23, 28, 57, 29, 55, 41, 53, 14, 59, 5, 43, 0, 63, 58, 52, 30, 12, 49, 26, 56, 48, 21, 37, 61, 15, 2, 24, 19, 20, 4, 65, 66, 1, 46, 31, 34, 36]",[9]
0,94,What is Melanie's hand-painted bowl a reminder of?,4,"[9, 13, 44, 57, 25, 3, 38, 54, 35, 47, 59, 30, 45, 48, 32, 41, 64, 27, 46, 8, 5, 40, 28, 51, 55, 10, 53, 19, 7, 22, 29, 16, 24, 52, 2, 62, 42, 33, 39, 11, 37, 60, 15, 6, 58, 23, 63, 50, 18, 49, 43, 4, 0, 17, 56, 14, 20, 26, 21, 34, 61, 65, 66, 36, 31, 12, 1]",[9]
0,95,What did Melanie and her family do while camping?,4,"[10, 63, 19, 32, 53, 25, 49, 6, 28, 60, 16, 38, 8, 43, 33, 55, 5, 4, 15, 51, 37, 46, 62, 50, 59, 64, 11, 26, 0, 14, 61, 39, 3, 7, 31, 44, 56, 45, 13, 34, 29, 2, 52, 48, 42, 57, 40, 21, 9, 18, 12, 20, 27, 24, 30, 22, 36, 47, 17, 41, 54, 35, 58, 23, 1, 65, 66]",[10]
0,96,What kind of counseling and mental health services is Caroline interested in pursuing?,4,"[21, 11, 15, 2, 12, 50, 29, 41, 5, 6, 37, 20, 7, 4, 54, 42, 26, 56, 31, 47, 14, 24, 13, 38, 43, 28, 64, 39, 22, 1, 58, 35, 0, 52, 23, 57, 51, 65, 66, 17, 53, 25, 18, 48, 9, 49, 62, 3, 55, 10, 45, 33, 27, 19, 59, 46, 40, 34, 44, 32, 63, 8, 60, 30, 61, 16, 36]",[11]
0,97,What workshop did Caroline attend recently?,4,"[14, 11, 15, 0, 29, 31, 12, 58, 50, 20, 37, 25, 1, 59, 49, 2, 7, 35, 26, 33, 47, 21, 44, 48, 13, 10, 43, 41, 30, 45, 17, 54, 5, 16, 4, 53, 9, 6, 34, 38, 18, 55, 51, 28, 22, 3, 52, 57, 23, 19, 42, 39, 63, 64, 27, 40, 56, 65, 66, 32, 46, 8, 60, 24, 61, 62, 36]",[11]
0,98,What was discussed in the LGBTQ+ counseling workshop?,4,"[1, 12, 11, 37, 20, 29, 31, 34, 15, 2, 50, 21, 48, 7, 54, 58, 47, 41, 28, 59, 6, 18, 35, 38, 26, 14, 23, 65, 66, 43, 22, 25, 19, 64, 0, 56, 46, 4, 27, 17, 13, 10, 5, 55, 39, 36, 24, 53, 42, 57, 49, 61, 62, 51, 63, 33, 32, 60, 30, 3, 16, 52, 44, 8, 40, 9, 45]",[11]
0,99,What motivated Caroline to pursue counseling?,4,"[11, 21, 15, 12, 2, 7, 50, 64, 29, 6, 54, 41, 22, 56, 43, 20, 26, 5, 47, 42, 37, 13, 62, 28, 31, 65, 66, 39, 35, 38, 18, 1, 23, 25, 9, 59, 57, 4, 45, 14, 53, 17, 51, 0, 58, 55, 10, 19, 27, 60, 46, 3, 48, 8, 33, 24, 61, 34, 49, 32, 63, 16, 52, 30, 44, 40, 36]",[11]
0,100,What kind of place does Caroline want to create for people?,4,"[50, 47, 41, 11, 6, 48, 17, 59, 35, 54, 38, 29, 58, 7, 20, 12, 55, 64, 31, 13, 45, 21, 2, 9, 44, 28, 37, 42, 65, 66, 25, 3, 51, 14, 18, 15, 26, 22, 57, 33, 10, 1, 5, 4, 16, 53, 43, 49, 27, 32, 39, 0, 52, 56, 19, 23, 34, 8, 46, 30, 40, 63, 62, 24, 60, 61, 36]",[11]
